timestamp,ppgcc-m02_pod_amount,ppgcc-m02_memory,ppgcc-m02_cpu,ppgcc-m03_pod_amount,ppgcc-m03_memory,ppgcc-m03_cpu,ppgcc-m04_pod_amount,ppgcc-m04_memory,ppgcc-m04_cpu,ppgcc-m05_pod_amount,ppgcc-m05_memory,ppgcc-m05_cpu
0,5,1043820,203948389,5,1106496,280002899,5,999920,252243683,5,992116,311722839
60,5,1043424,35609734,5,1108608,46272242,5,1000712,34130348,5,993172,34491745
120,5,1046856,128216010,5,1112700,201148152,5,1004804,146086008,5,1001620,228312227
180,5,1050684,330600371,5,1113888,202680233,5,1007048,255332052,5,1002544,424208286
240,4,1042236,373639455,5,1118640,322865511,5,1018024,399982705,6,1020892,359668290
300,4,1043292,457591189,5,1123656,403258080,6,1029508,576995467,5,1008484,440149683
360,4,1045932,533355937,5,1124448,538963793,5,1023436,608971508,6,1021420,511171524
420,4,1048704,641770883,6,1135404,715052349,5,1020928,636317658,5,1018516,632368180
480,4,1050684,720584047,5,1130916,656373353,5,1031224,737039973,6,1030840,828587678
540,5,1061772,797354150,5,1131576,828477592,5,1028716,822583933,5,1018036,792922144
600,4,1053456,844113726,5,1133820,932658380,5,1031092,850287861,6,1036912,838435066
