timestamp,ppgcc-m02_pod_amount,ppgcc-m02_memory,ppgcc-m02_cpu,ppgcc-m03_pod_amount,ppgcc-m03_memory,ppgcc-m03_cpu,ppgcc-m04_pod_amount,ppgcc-m04_memory,ppgcc-m04_cpu,ppgcc-m05_pod_amount,ppgcc-m05_memory,ppgcc-m05_cpu
0,5,1223132,62320125,5,1196576,47645287,5,1233120,59976128,5,1248664,82951614
60,5,1278308,68563431,5,1271552,78117026,5,1306512,81702056,5,1286548,80099832
120,5,1314476,83561273,5,1335044,94300851,4,1321296,59577852,5,1326412,121395258
180,6,1397504,161193743,5,1358012,101254005,4,1312188,99995864,2,1337632,121538354
240,4,1492740,257787587,5,1414376,138297564,5,1401816,162046673,2,1217908,147189022
300,1,1273752,164344104,8,1471760,294382500,6,1465932,205780272,2,1232296,119993800
360,1,1175676,146655661,8,1571772,325546536,7,1544372,258295679,2,1235992,149522282
420,2,1272300,204762771,3,1476864,140072187,6,1510012,203666781,3,1339612,319735588
480,5,1437564,320471667,3,1247712,111081766,8,1585968,311209727,3,1478608,406182849
540,5,1464972,265737157,3,1272396,77293355,7,1592860,220458507,2,1430428,423976623
600,5,1445964,215694390,5,1429476,333957784,7,1549564,207014971,2,1391124,412854351
