timestamp,ppgcc-m02_pod_amount,ppgcc-m02_memory,ppgcc-m02_cpu,ppgcc-m03_pod_amount,ppgcc-m03_memory,ppgcc-m03_cpu,ppgcc-m04_pod_amount,ppgcc-m04_memory,ppgcc-m04_cpu,ppgcc-m05_pod_amount,ppgcc-m05_memory,ppgcc-m05_cpu
0,10,1123784,263340569,10,1081696,265854960,10,1090924,263937585,10,1076332,244125874
60,10,1124576,45647875,10,1084336,43621543,10,1093564,47102003,10,1078312,44480497
120,10,1195988,127237357,10,1148752,117166848,10,1173028,141903082,10,1130980,95291771
180,10,1317032,286862632,10,1215676,197157135,10,1245760,213706190,10,1200148,170560666
240,10,1389236,389232449,10,1295668,274665899,10,1311100,319365434,10,1267336,261903762
300,10,1435040,458880957,10,1334476,355812308,10,1381192,483731514,10,1306804,285592574
360,10,1491140,567915364,10,1366816,448835867,10,1421848,545193361,10,1345876,358747103
420,10,1533776,684701868,10,1399816,539943376,10,1461052,614544937,10,1381780,454262415
480,10,1538924,779054771,10,1418560,559652227,10,1509760,778608018,10,1407124,513592226
540,10,1602020,955269261,10,1417768,615461632,10,1509232,839799268,10,1434052,553146822
600,10,1608092,949652570,10,1453276,709777023,10,1554508,956104844,10,1456888,664228458
