timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount
0,930324,2,927912,2,927188,2
60,1426728,2,1454356,2,1546924,2
120,1458652,3,1467392,2,1441720,1
180,1671700,4,1320872,1,1437496,1
240,1605120,3,1335128,2,1477360,1
300,1444080,2,1504652,3,1459276,1
360,1481436,3,1444836,2,1454656,1
420,1482624,2,1494336,3,1442776,1
480,1482624,1,1494336,3
540,1068936,2,1351512,2,0,2
600,1059828,1,1199712,2,1949748,3
660,1064316,1,1235616,3
720,1103916,2,1293300,2,0,2
780,1044516,1,1133316,2
780,1084776,1,1307556,2,0,3
840,1084776,0,1307556,2,0,4
840,972444,0,1273368,2
