timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount
0,233636,2,299008,2,231276,2
60,497280,2,645436,2,608328,2
120,497492,2,657860,2,580176,2
180,491620,2,628328,2,572272,2
240,490612,2,645276,2,575544,2
300,496056,2,640512,2,590612,2
360,495556,2,687964,2,583120,2
420,493684,2,664248,2,607812,2
480,500140,2,681740,2,615444,2
540,495508,2,681164,2,618844,2
600,498832,2,693256,2,644236,2
660,468996,2,587896,2,544008,2
720,358840,2,434340,2,371636,2
780,273412,2,336212,2,269608,2
840,267616,2,337836,2,272364,2
