timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount
0,993924,2,1002444,2,991020,2
60,1799772,2,1565556,2,1539744,2
120,1696812,2,1533876,2,1578552,2
180,1736940,2,1538364,2,1544364,2
240,1732188,2,1581792,2,1561524,2
300,1757136,2,1538496,2,1555452,2
360,1716216,2,1574796,2,1547268,2
420,1708824,2,1561964,2,1522452,2
480,1814616,2,1573448,2,1506216,2
540,1695684,2,1573316,2,1541328,2
600,1711656,2,1571336,2,1568652,2
660,1734188,2,1598264,2,1553076,2
720,1705544,2,1575956,2,1568152,2
780,1718584,2,1560776,2,1529740,2
840,1645984,2,1524608,2,1605640,2
900,1644136,2,1565132,2,1567888,2
