timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount,ppgcc-m05,ppgcc-m05 pod amount
0,1024620,2,981096,2,960780,2,985160,2
60,1105404,2,978456,2,1029684,2,985160,2
120,1285848,2,1357032,2,1472544,2,1147652,2
180,1302352,2,1356768,2,1472808,2,1167188,2
240,1323208,2,1317232,2,1499472,2,1171676,2
300,1292056,2,1369636,2,1487328,2,1171412,2
360,1307500,2,1380592,2,1451556,2,1163888,2
420,1302904,2,1363432,2,1497096,2,1164020,2
480,1313728,2,1389040,2,1478088,2,1160852,2
540,1332340,2,1363168,2,1453932,2,1173452,2
600,1302508,2,1365016,2,1474128,2,1159724,2
660,1295152,2,1360396,2,1508580,2,1153784,2
720,1333168,2,1375980,2,1446144,2,1152716,2
780,1297132,2,1358820,2,1456968,2,1162748,2
