timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount
0,972416,2,982884,2,990180,2
60,1403924,2,1426060,2,1735016,2
120,1484208,1,1519516,2,1601004,3
180,1550204,1,1478860,2,1563648,3
240,1605916,1,1529152,2,1621992,3
300,1573180,1,1587172,2,1672680,3
360,1556680,1,1547308,2,1627404,3
420,1563016,1,1397488,2,1692480,3
480,1571068,1,1630132,3,1614336,2
540,1562620,1,1528680,2,1581732,3
600,1580836,1,1583592,3,1615788,2
660,1606444,1,1484460,3,1528932,2
720,1556548,1,1444332,2,1483524,3
780,1593112,1,1549668,2,1663836,3
840,1579516,1,1449428,2,1595988,3
900,1531864,1,1447280,2,1652484,3
960,1559920,1,1562252,2,1699564,3
1020,1579192,1,1590764,3,1608220,2
1080,1589092,1,1561328,2,1631848,3
1140,1530352,1,1558264,3,1455100,2
1200,1585264,1,1471360,2,1684912,3
1260,1534444,1,1465816,2,1589880,3
1320,1594372,1,1510168,2,1550676,3
1380,1567816,1,1556632,2,1648356,3
1440,1598704,1,1573540,2,1685052,3
1500,1579564,1,1462660,2,1596744,3
1560,1577188,1,1551496,2,1621692,3
1620,1620288,1,1575896,2,1618260,3
1680,1586232,1,1553324,3,1590012,2
1740,1557456,1,1566296,2,1497812,3
1800,1580952,1,1465580,2,1766564,3
