timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount
0,974016,2,1001892,2,1029584,2
60,1004112,2,1028556,2,1059680,2
120,1324740,2,1312092,2,1295828,2
180,1552044,2,1547976,2,1533824,2
240,1566564,2,1561020,2,1835640,2
300,1470072,2,1486308,2,1961048,2
360,1213596,2,1220064,2,0,2
420,1182048,2,1235772,2,0,2
480,1246992,2,1313784,2,1961516,2
540,1209372,2,1213464,2,1956504,2
600,1220988,2,1266924,2,1957104,2
660,1222572,2,1256204,2,1954864,2
720,1255308,2,1256996,2,1959728,2
780,1244352,2,1249604,2,1959676,2
