timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount
0,310120,2,273396,2,273060,2
60,620056,2,506200,2,596296,2
120,579820,2,541600,2,629464,2
180,628360,2,565340,2,587580,2
240,591420,2,518920,2,647492,2
300,604308,2,567628,2,621644,2
360,595176,2,557148,2,654116,2
420,602500,2,573684,2,599100,2
480,606772,2,594144,2,605752,2
540,645948,2,541128,2,598776,2
600,593380,2,583808,2,644964,2
660,625284,2,562600,2,631996,2
720,599548,2,584008,2,636500,2
780,599880,2,589384,2,632684,2
