timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount,ppgcc-m05,ppgcc-m05 pod amount
0,1017236,2,1038904,2,1027908,2,1050548,2
60,1017368,2,1039828,2,1030944,2,1048436,2
120,1069376,2,1072696,2,1084932,2,1057280,2
180,1122044,2,1096456,2,1158192,2,1088300,2
240,1176956,2,1156120,2,1196076,2,1106120,2
300,1206788,2,1191628,2,1197924,2,1134368,2
360,1228304,2,1224364,2,1245576,2,1146776,2
420,1256420,2,1260664,2,1254684,2,1149284,2
480,1287704,2,1282180,2,1286100,2,1168868,2
540,1299584,2,1327060,2,1295472,2,1173884,2
600,1333112,2,1345936,2,1355664,2,1169000,2
660,1340108,2,1368112,2,1332696,2,1184444,2
720,1361492,2,1401112,2,1360812,2,1183256,2
780,1380632,2,1425004,2,1379028,2,1182068,2
840,1382888,2,1462756,2,1364112,2,1184972,2
900,1405988,2,1477936,2,1370712,2,1182200,2
960,1423676,2,1503016,2,1364904,2,1189064,2
1020,1453904,2,1507108,2,1362396,2,1192892,2
1080,1426580,2,1574428,2,1366620,2,1186292,2
1140,1412324,2,1589476,2,1368864,2,1188668,2
1200,1436348,2,1594096,2,1401732,2,1190384,2
1260,1427108,2,1639768,2,1421136,2,1196456,2
1320,1452848,2,1683064,2,1395792,2,1194864,2
1380,1520036,2,1682536,2,1401468,2,1200488,2
1440,1596332,2,1667356,2,1450704,2,1198508,2
1500,1446644,2,1712764,2,1394604,2,1199036,2
1560,1451660,2,1779556,2,1423380,2,1190720,2
1620,1452980,2,1829320,2,1402524,2,1190436,2
1680,1459976,2,1832272,2,1417176,2,1193604,2
1740,1506176,2,1811368,2,1382196,2,1183552,2
1800,1422304,2,1895988,2,1369256,2,1196956,2
