timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount,ppgcc-m05,ppgcc-m05 pod amount
0,1124128,8,1198012,8,1149916,8,1146560,8
60,1125100,8,1203556,8,1155104,8,1152896,8
120,1184764,8,1263352,8,1219388,8,1198700,8
180,1261588,8,1342392,8,1279052,8,1257572,8
240,1314256,8,1394928,8,1345712,8,1315652,8
300,1356380,8,1441820,8,1374884,8,1362380,8
360,1422380,8,1410536,8,1431644,8,1410956,8
420,1447856,8,1442876,8,1460948,8,1476296,8
480,1500260,8,1491056,8,1529852,8,1520648,8
540,1544744,8,1502144,8,1556384,8,1588628,8
600,1515308,8,1501352,8,1590044,8,1617404,8
660,1545800,8,1522604,8,1565844,8,1683108,8
720,1561640,8,1516532,8,1577196,8,1768380,8
780,1556492,8,1488284,8,1571604,8,1806344,8
840,1562168,8,1511780,8,1592460,8,1864084,8
900,1582108,8,1524848,8,1622952,8,1860872,8
960,1504360,8,1424132,8,1575168,8,1929808,8
1020,1445488,8,1339652,8,1466268,8,1922296,8
1080,1521124,8,1417004,8,1533324,8,1925924,8
1140,1315600,8,1310084,8,1386936,8,1936728,8
1200,1304908,8,1322756,8,1325160,8
1260,1273492,8,1327640,8,1321728,8,0,8
1320,1303400,8,1311800,8,1302584,8,1929752,8
