timestamp,ppgcc-m02_pod_amount,ppgcc-m02_memory,ppgcc-m02_cpu,ppgcc-m03_pod_amount,ppgcc-m03_memory,ppgcc-m03_cpu,ppgcc-m04_pod_amount,ppgcc-m04_memory,ppgcc-m04_cpu,ppgcc-m05_pod_amount,ppgcc-m05_memory,ppgcc-m05_cpu
0,2,1441432,340129119,3,1500084,526325929,2,1373924,222512968,3,1601428,870008605
60,2,1423084,373815439,3,1541136,555019406,2,1381976,213632291,3,1590868,788350450
120,3,1536472,482617104,3,1554468,603524263,2,1384748,219302372,2,1502956,705437404
180,3,1519972,437362537,3,1540476,530943505,2,1376564,214699391,2,1481044,724372913
240,3,1515352,425404067,3,1534800,555419769,2,1386464,219018446,2,1501504,753037358
300,3,1542544,468739283,3,1540212,557079697,2,1371812,199663029,2,1490020,697225576
360,3,1531060,424182984,3,1549056,609014750,2,1357820,191965585,2,1518004,724978948
420,3,1514296,398530207,3,1512228,518902340,2,1365740,192982482,2,1511536,815368803
480,3,1529212,445744885,3,1522260,488893845,2,1349900,240540395,2,1529620,791063001
540,3,1512580,426979110,3,1561860,558957202,2,1367852,251087613,2,1484872,734089603
600,3,1533304,484706166,2,1452300,499647396,3,1450616,308523117,2,1484608,698920508
