timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount
0,948680,2,1097908,2,1049812,2
60,1358672,2,1472656,2,1541644,2
120,1433564,2,1534236,2,1600640,2
180,1413236,2,1556316,2,1585856,2
240,1442276,2,1553412,2,1584360,2
300,1425908,2,1574532,2,1614192,2
360,1486496,2,1569912,2,1591884,2
420,1437128,2,1547736,2,1622508,2
480,1457456,2,1518828,2,1629240,2
540,1434752,2,1560616,2,1602708,2
600,1461944,2,1543588,2,1602048,2
660,1419176,2,1576852,2,1613268,2
720,1458776,2,1531048,2,1601784,2
780,1411784,2,1556920,2,1616040,2
840,1454420,2,1546888,2,1605104,2
900,1453100,2,1563124,2,1621736,2
960,1447168,2,1582528,2,1541216,2
1020,1441228,2,1544512,2,1633484,2
1080,1449016,2,1560088,2,1625696,2
1140,1470136,2,1557448,2,1589264,2
1200,1433968,2,1542164,2,1626224,2
1260,1430800,2,1592048,2,1583324,2
1320,1436212,2,1556804,2,1615268,2
1380,1441888,2,1553636,2,1608900,2
1440,1468684,2,1551656,2,1601260,2
1500,1443868,2,1585448,2,1602976,2
1560,1450072,2,1574396,2,1620136,2
1620,1457464,2,1565684,2,1591228,2
1680,1448224,2,1565584,2,1611160,2
1740,1448884,2,1565536,2,1589644,2
1800,1440568,2,1580980,2,1599492,2
