timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount
0,987876,1,978448,2,965276,3
60,1011636,1,1023196,2,1020980,3
120,1046352,1,1085488,2,1093448,3
180,1099944,1,1146868,2,1166708,3
240,1125552,1,1183008,2,1200104,3
300,1156440,1,1263660,2,1266204,3
360,1191816,1,1348536,2,1333128,3
420,1213596,1,1380612,2,1338276,3
480,1214784,1,1363980,2,1348620,3
540,1235244,1,1299184,2,1349544,3
600,1217688,1,1336032,2,1359180,3
660,1224156,1,1326264,2,1357596,3
720,1212492,1,1474500,2,1377860,3
780,1215000,1,1316364,2,1340108,3
840,1221204,1,1308532,2,1383932,3
900,1217112,1,1308400,2,1337336,3
960,1220016,1,1355392,2,1426304,3
1020,1214340,1,1309192,2,1353440,3
1080,1218036,1,1373344,2,1352384,3
1140,1222260,1,1342456,2,1353176,3
1200,1222128,1,1347472,2,1362548,3
1260,1257240,1,1330444,2,1391984,3
1320,1220148,1,1317904,2,1384196,3
1380,1235856,1,1305364,2,1423400,3
1440,1222128,1,1413604,2,1346444,3
1500,1340664,1,1347604,2,1353044,3
1560,1220280,1,1306024,2,1502732,3
1620,1219092,1,1403176,2,1341428,3
1680,1222128,1,1420996,2,1357664,3
1740,1227672,1,1325428,2,1382216,3
1800,1216980,1,1369252,2,1378916,3
