timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount,ppgcc-m05,ppgcc-m05 pod amount
0,983784,3,982812,3,979604,3,978856,3
60,1294776,3,1463292,3,1193048,3,1256188,3
120,1537380,3,1632120,3,1410320,3,1287076,3
180,1556124,3,1644924,3,1474472,3,1330768,3
240,1546620,3,1652580,3,1427412,3,1412080,3
300,1601796,3,1605852,3,1493148,3,1331032,3
360,1524840,3,1642416,3,1481532,3,1356244,3
420,1588596,3,1593312,3,1451568,3,1343484,3
480,1518504,3,1663932,3,1478232,3,1343616,3
540,1568928,3,1611264,3,1442740,3,1364736,3
600,1572624,3,1605456,3,1457128,3,1363680,3
660,1571040,3,1561632,3,1508872,3,1326596,3
720,1542132,3,1637532,3,1458448,3,1347944,3
780,1568268,3,1606644,3,1448540,3,1376356,3
840,1556916,3,1623540,3,1486952,3,1369228,3
900,1578300,3,1591464,3,1482596,3,1366708,3
960,1569720,3,1644396,3,1454084,3,1375024,3
1020,1565232,3,1645376,3,1464644,3,1355884,3
1080,1586088,3,1578452,3,1471904,3,1364596,3
1140,1542528,3,1629008,3,1432752,3,1351264,3
1200,1588200,3,1590464,3,1490832,3,1374628,3
1260,1529328,3,1648544,3,1446480,3,1395484,3
1320,1540416,3,1644716,3,1470900,3,1378588,3
1380,1529712,3,1596536,3,1499412,3,1399660,3
1440,1536048,3,1646960,3,1468524,3,1341976,3
1500,1561128,3,1626104,3,1482384,3,1347124,3
1560,1542120,3,1619504,3,1528848,3,1404280,3
1620,1548720,3,1630196,3,1461264,3,1355836,3
1680,1566540,3,1603004,3,1492944,3,1354648,3
1740,1569444,3,1629932,3,1459812,3,1349236,3
1800,1544760,3,1681148,3,1480140,3,1386120,3
