timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount
0,865308,2,999788,2,969212,2
60,930368,2,1052812,2,1470012,2
120,1353816,2,1412544,2,1457868,2
180,1306804,2,1462968,2,1452060,2
240,1304296,2,1436568,2,1460640,2
300,1322908,2,1440132,2,1460640,2
360,1307332,2,1462176,2,1478856,2
420,1339984,2,1439472,2,1490960,2
480,1307380,2,1479600,2,1481588,2
540,1331404,2,1462760,2,1483832,2
600,1320184,2,1462760,2,1512212,2
660,1313848,2,1429100,2,1512212,2
720,1331404,2,1454444,2,1491620,2
780,1362128,2,1420652,2,1504028,2
840,1346796,2,1428704,2,1508252,2
900,1364220,2,1430816,2,1504028,2
960,1364220,2,1430816,2,1501076,2
1020,1309176,2,1431740,2,1491836,2
1080,1315116,2,1465400,2,1489724,2
1140,1336500,2,1465400,2,1480616,2
1200,1325808,2,1435832,2,1473884,2
1260,1329424,2,1438340,2,1499756,2
1320,1336888,2,1438340,2,1484576,2
