timestamp,ppgcc-m02_pod_amount,ppgcc-m02_memory,ppgcc-m02_cpu,ppgcc-m03_pod_amount,ppgcc-m03_memory,ppgcc-m03_cpu,ppgcc-m04_pod_amount,ppgcc-m04_memory,ppgcc-m04_cpu,ppgcc-m05_pod_amount,ppgcc-m05_memory,ppgcc-m05_cpu
0,5,1011472,579516453,5,1040940,474380557,5,1059288,422059487,5,1067024,546882629
60,5,1040776,69063839,5,1062588,75297078,5,1063512,68120456,5,1089464,61964595
120,5,1262668,430148702,5,1260720,525538501,5,1340448,611764820,5,1417220,836867936
180,5,1246036,410752606,5,1315368,587094381,5,1379520,663942635,5,1408508,808371931
240,5,1232968,445285447,5,1308636,562949036,5,1369620,600447105,5,1451936,849473612
300,5,1239040,438794188,5,1335300,599368134,5,1399584,625483542,5,1419068,839739011
360,5,1240360,412422897,5,1351536,601778667,5,1417932,656035123,5,1435568,838261204
