timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount
0,985712,2,941540,2,947536,2
60,1038380,2,1018232,2,1016440,2
120,1103060,2,1095716,2,1101240,2
180,1155992,2,1185740,2,1160904,2
240,1199576,2,1286984,2,1240500,2
300,1334084,2,1297676,2,1316136,2
360,1257260,2,1337276,2,1320096,2
420,1258712,2,1307576,2,1429920,2
480,1254620,2,1316340,2,1324584,2
540,1306496,2,1319772,2,1315476,2
600,1248680,2,1368216,2,1295620,2
660,1276004,2,1379208,2,1319116,2
720,1347680,1,1354392,3,1325188,2
780,1269668,2,1328520,2,1323736,2
840,1356920,2,1325088,2,1420228,2
900,1285508,2,1328124,2,1377856,2
960,1278776,2,1316316,2,1328224,2
1020,1412096,2,1386672,2,1333504,2
1080,1266632,2,1356444,2,1366504,2
1140,1331444,2,1316052,2,1326508,2
1200,1244192,2,1351032,2,1370332,2
1260,1332896,2,1382244,2,1318660,2
1320,1261880,2,1355580,2,1343212,2
1380,1250396,2,1350940,2,1365124,2
1440,1258384,2,1341568,2,1326324,2
1500,1251540,2,1332328,2,1258212,2
1560,1236492,2,1284592,2,1287252,2
1620,1265268,2,1383460,2,1391004,2
1680,1287840,2,1293568,2,1266792,2
1740,1258140,2,1314424,2,1302828,2
1800,1253652,2,1342144,2,1327776,2
