timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount
0,954544,2,1028752,2,1018932,2
60,993880,2,1062280,2,1026456,2
120,1069912,2,1134748,2,1057480,2
180,1117564,2,1186888,2,1101832,2
240,1162576,2,1224508,2,1134436,2
300,1198084,2,1264900,2,1171792,2
360,1237288,2,1292092,2,1195816,2
420,1264612,2,1326148,2,1226440,2
480,1287580,2,1352680,2,1272376,2
540,1316488,2,1395184,2,1292176,2
600,1336552,2,1402840,2,1318180,2
660,1358200,2,1413136,2,1349728,2
720,1406248,2,1442704,2,1379088,2
780,1440304,2,1499332,2,1405092,2
840,1449544,2,1511872,2,1431492,2
900,1418260,2,1504876,2,1466340,2
960,1471060,2,1491544,2,1480596,2
1020,1505644,2,1543684,2,1502244,2
1080,1427104,2,1533388,2,1541592,2
1140,1494688,2,1553848,2,1588956,2
1200,1501684,2,1544344,2,1594764,2
1260,1564120,2,1613248,2,1580904,2
1320,1543924,2,1604008,2,1639776,2
1380,1534948,2,1555432,2,1688088,2
1440,1580504,2,1680304,2,1688352,2
