timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount
0,1097512,2,1073620,2,1046852,2
60,1212880,2,1160608,2,1114040,2
120,1172488,2,1219348,2,1110476,2
180,1208452,2,1130908,2,1163672,2
240,1215000,2,1178956,2,1151792,2
300,1196652,2,1195324,2,1166708,2
360,1170808,2,1257232,2,1139384,2
420,1249480,2,1166680,2,1154960,2
480,1235488,2,1181992,2,1152848,2
540,1210672,2,1218292,2,1134368,2
600,1181524,2,1215352,2,1168556,2
660,1200376,2,1225516,2,1135424,2
720,1258720,2,1172612,2,1142024,2
780,1263736,2,1159676,2,1128144,2
840,1200508,2,1207460,2,1209012,2
900,1265056,2,1173612,2,1165848,2
960,1246444,2,1206876,2,1181424,2
1020,1247236,2,1188972,2,1169280,2
1080,1257400,2,1176432,2,1135224,2
1140,1218644,2,1158084,2,1184724,2
1200,1244516,2,1266984,2,1209408,2
1260,1297184,2,1192048,2,1137508,2
1320,1218644,2,1223720,2,1186084,2
1380,1187492,2,1196792,2,1208788,2
1440,1252568,2,1179764,2,1190836,2
1500,1218776,2,1186364,2,1156252,2
1560,1209140,2,1180556,2,1233472,2
1620,1267540,2,1170524,2,1205372,2
1680,1236784,2,1206428,2,1139504,2
1740,1209328,2,1161548,2,1184384,2
1800,1193884,2,1234808,2,1174616,2
1860,1212232,2,1102412,2,1132376,2
1920,1075084,1,1097924,2,1114424,3
1980,1118908,2,1099536,2,1071260,2
2040,1119436,2,1100724,2,1080632,2
2100,1118644,2,1098612,2,1068620,2
2160,1122868,2,1098744,2,1068224,2
2220,1123924,2,1098084,2,1070864,2
2280,1124452,2,1102308,2,1068620,2
2340,1124452,2,1099404,2,1070600,2
2400,1123792,2,1098480,2,1069676,2
2460,1123000,2,1098876,2,1068356,2
2520,1123336,2,1101912,2,1070732,2
2580,1122940,2,1099140,2,1071260,2
2640,1122544,2,1098936,2,1068092,2
2700,1120168,2,1101180,2,1068488,2
2760,1123072,2,1102648,2,1069148,2
2820,1123204,2,1101724,2,1070072,2
2880,1122544,2,1101856,2,1070448,2
2940,1124788,2,1100272,2,1070580,2
3000,1124656,2,1100668,2,1072692,2
3060,1124260,2,1102780,2,1074672,2
3120,1124524,2,1103044,2,1074012,2
3180,1124656,2,1100800,2,1073352,2
3240,1125316,2,1101592,2,1072296,2
3300,1123204,2,1099028,2,1072164,2
3360,1123072,2,1102196,2,1072428,2
3420,1125448,2,1102328,2,1075992,2
3480,1124148,2,1101404,2,1073240,2
3540,1124544,2,1101536,2,1076276,2
3600,1125204,2,1102064,2,1076408,2
3660,1121508,2,1100220,2,1074296,2
3720,1124148,2,1101408,2,1074164,2
3780,1125468,2,1102464,2,1073900,2
3840,1122300,2,1099956,2,1072560,2
3900,1122828,2,1100352,2,1075464,2
3960,1122300,2,1098900,2,1075728,2
