timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount,ppgcc-m05,ppgcc-m05 pod amount
0,1092028,5,1033692,5,1040676,5,1032968,5
60,1222508,5,1123056,5,1223892,5,1228064,5
120,1409816,5,1294120,5,1396284,5,1397288,5
180,1469216,5,1345336,5,1397868,5,1403808,5
240,1480304,5,1371208,5,1424316,5,1422684,5
300,1514228,5,1360252,5,1468140,5,1429548,5
360,1510004,5,1377908,5,1471308,5,1422552,5
420,1511588,5,1378304,5,1482000,5,1439928,5
480,1530200,5,1389260,5,1455564,5,1409964,5
540,1483536,5,1422448,5,1494108,5,1398824,5
600,1509540,5,1398688,5,1467312,5,1416380,5
660,1537788,5,1367800,5,1461900,5,1423244,5
720,1502544,5,1375060,5,1437216,5,1452944,5
780,1515876,5,1399480,5,1478268,5,1436048,5
840,1493172,5,1383376,5,1486544,5,1462456,5
900,1496920,5,1432876,5,1457240,5,1437552,5
960,1523476,5,1412020,5,1474928,5,1453788,5
1020,1514764,5,1397896,5,1471760,5,1490112,5
1080,1515820,5,1409776,5,1504760,5,1463580,5
1140,1520836,5,1412416,5,1497896,5,1455132,5
1200,1485720,5,1402384,5,1459088,5,1428468,5
1260,1513968,5,1407136,5,1472420,5,1476920,5
1320,1514232,5,1406344,5,1450508,5,1461740,5
1380,1502088,5,1416772,5,1468460,5,1451576,5
1440,1494600,5,1414744,5,1501736,5,1455932,5
1500,1510572,5,1388476,5,1468208,5,1460816,5
1560,1515588,5,1409728,5,1473488,5,1465172,5
