timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount
0,1004460,2,968236,2,966404,2
60,1050100,2,1022808,2,1033064,2
120,1103940,2,1088808,2,1082828,2
180,1140504,2,1157844,2,1134308,2
240,1170144,2,1188732,2,1186184,2
300,1228356,2,1257372,2,1237004,2
360,1304784,2,1292316,2,1323948,2
420,1357716,2,1331124,2,1349160,2
480,1477836,2,1319376,2,1329992,2
540,1262940,2,1319048,2,1323468,2
600,1272840,2,1323140,2,1372044,2
660,1316268,2,1321820,2,1420356,2
720,1279704,2,1346108,2,1354620,2
780,1269244,2,1322348,2,1327164,2
840,1343824,2,1330664,2,1326164,2
900,1351084,2,1343468,2,1308344,2
960,1309520,2,1349276,2,1349264,2
1020,1364564,2,1330664,2,1316528,2
1080,1249196,2,1357724,2,1361672,2
1140,1275992,2,1351916,2,1313712,2
1200,1293680,2,1348748,2,1340668,2
1260,1338436,2,1323932,2,1343420,2
1320,1261084,2,1364324,2,1393012,2
1380,1263064,2,1309940,2,1355684,2
1440,1247184,2,1357592,2,1382612,2
1500,1269888,2,1316028,2,1377332,2
1560,1265664,2,1322628,2,1371836,2
1620,1267240,2,1389904,2,1376080,2
1680,1279120,2,1399672,2,1382088,2
1740,1280572,2,1339284,2,1317924,2
1800,1277140,2,1497684,2,1395672,2
