timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount,ppgcc-m05,ppgcc-m05 pod amount
0,1057356,3,1055924,3,1055128,3,944460,3
60,1057620,3,1058300,3,1060012,3,947232,3
120,1140644,3,1138424,3,1105504,3,1006368,3
180,1209584,3,1198088,3,1179160,3,1052964,3
240,1267724,3,1248248,3,1233424,3,1092564,3
300,1310028,3,1303292,3,1258504,3,1128156,3
360,1364728,3,1332068,3,1320808,3,1158252,3
420,1395584,3,1391864,3,1356396,3,1186764,3
480,1449176,3,1416416,3,1382268,3,1212900,3
540,1458944,3,1445456,3,1408272,3,1231512,3
600,1487720,3,1507468,3,1415268,3,1268736,3
660,1515836,3,1501660,3,1451568,3,1287744,3
720,1542764,3,1524760,3,1494080,3,1314144,3
780,1540612,3,1575844,3,1453424,3,1294872,3
840,1591172,3,1608712,3,1518368,3,1317312,3
900,1615512,3,1638280,3,1507148,3,1312428,3
960,1655508,3,1631416,3,1540996,3,1387852,3
1020,1667652,3,1673524,3,1555648,3,1373464,3
1080,1655268,3,1681840,3,1519916,3,1358680,3
1140,1712424,3,1728172,3,1547108,3,1369240,3
1200,1781812,3,1762756,3,1611788,3,1369504,3
1260,1764076,3,1708108,3,1536020,3,1373200,3
1320,1698472,3,1842880,3,1573640,3,1370956,3
1380,1711872,3,1800496,3,1557704,3,1404220,3
1440,1650228,3,1793824,3,1542788,3,1330300,3
1500,1677024,3,1858684,3,1550444,3,1345612,3
1560,1628316,3,1869908,3,1510052,3,1333892,3
1620,1707560,3,1863576,3,1604960,3,1389200,3
1680,1681556,3,1873624,3,1607336,3,1360028,3
1740,1701224,3,1899352,3,1591496,3,1348464,3
1800,1682348,3,1927852,3,1603772,3,1342524,3
