timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount
0,970264,2,1011904,2,997652,2
60,1187668,2,1297420,2,1340984,2
120,1246856,1,1309432,2,1258616,3
180,1283552,1,1288048,3,1264688,2
240,1260188,1,1334468,3,1252676,2
300,1296028,1,1329188,3,1273136,2
360,1273588,1,1268048,2,1250036,3
420,1282680,1,1252472,3,1209776,2
480,1269876,1,1253000,2,1306664,3
540,1283868,1,1244140,2,1283036,3
600,1240836,1,1265104,2,1314716,3
660,1274888,2,1277380,2,1283960,2
720,1277168,1,1284492,2,1258484,3
780,1263440,1,1303236,2,1299948,3
840,1271624,1,1310892,2,1304568,3
900,1275584,1,1315116,2,1301136,3
960,1258160,1,1297296,2,1375584,3
1020,1280468,2,1342308,2,1286352,2
1080,1274924,1,1279872,2,1293612,3
1140,1247336,1,1281324,2,1289784,3
1200,1267664,1,1303368,2,1347072,3
1260,1250240,1,1272084,2,1373212,3
1320,1324160,2,1239612,2,1224184,2
1380,1250240,1,1245948,2,1236580,3
1440,1266344,1,1317948,2,1339936,3
1500,1266080,1,1283364,2,1269976,3
1560,1261724,1,1240596,2,1366204,3
