timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount
0,312136,2,488516,2,249648,2
60,570348,2,529312,2,588752,2
120,645080,2,618580,2,680292,2
180,658428,2,617192,2,658304,2
240,640500,2,605948,2,685024,2
300,685448,2,596064,2,671336,2
360,629848,2,568932,2,693680,2
420,622292,2,588060,2,711228,2
480,635712,2,616644,2,678044,2
540,647620,2,620800,2,694372,2
600,636112,2,596944,2,695692,2
660,662856,2,579460,2,715820,2
720,661232,2,621664,2,689440,2
780,635180,2,598336,2,705412,2
840,624228,2,639092,2,696284,2
900,666316,2,569992,2,707824,2
960,621220,2,619988,2,704732,2
1020,649224,2,618608,2,706824,2
1080,656020,2,628576,2,655044,2
1140,647596,2,630124,2,659316,2
1200,628472,2,593448,2,695320,2
1260,656616,2,634836,2,693824,2
1320,658812,2,574544,2,682844,2
1380,678188,2,604960,2,686336,2
1440,653324,2,608912,2,685772,2
1500,621240,2,603748,2,722704,2
1560,678408,2,597060,2,706308,2
1620,632308,2,596692,2,708232,2
1680,663476,2,628540,2,680892,2
1740,631308,2,645196,2,668956,2
1800,647184,2,594416,2,710376,2
