timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount
0,970060,2,1085144,2,1052204,2
60,1373188,2,1444316,2,1469192,2
120,1320388,1,1477976,2,1437248,3
180,1338472,1,1502792,3,1431044,2
240,1377676,2,1448712,2,1427480,2
300,1396396,2,1487916,2,1390068,2
360,1357060,1,1487520,3,1411320,2
420,1342540,1,1496232,3,1450128,2
480,1389400,1,1418028,2,1392180,3
540,1352176,1,1493928,2,1462140,3
600,1355476,1,1455648,2,1488276,3
660,1338184,1,1504472,3,1434816,2
720,1392436,2,1457612,2,1385052,2
780,1343728,1,1485728,3,1404948,2
840,1348612,1,1508724,3,1419600,2
900,1361812,1,1476912,3,1430688,2
960,1356136,1,1474668,2,1457120,3
1020,1371316,1,1487604,3,1390064,2
1080,1384384,1,1450776,2,1428476,3
1140,1348348,1,1461336,2,1479336,3
1200,1389400,2,1497316,2,1430508,2
1260,1340428,1,1458772,2,1456888,3
1320,1346896,1,1453096,2,1458340,3
