timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount
0,200196,2,164596,2,171892,2
60,313928,2,332212,2,293636,2
120,472192,2,500120,2,443200,2
180,638916,2,544360,2,553300,2
240,733732,1,556392,3,513368,2
300,841520,1,593760,3,545268,2
360,1012792,1,547636,3,500796,2
420,1101668,1,565056,2,594784,3
480,1238360,1,576576,2,613176,3
540,1394116,1,570928,3,564380,2
600,1497084,1,614392,3,579796,2
660,1477424,1,525820,2,559652,3
720,1506520,1,501940,2,541732,3
780,1506996,1,461864,2,561652,3
840,1502176,1,611192,2,571516,3
900,1502488,1,579812,2,612204,3
960,1526760,1,548356,2,637476,3
1020,1501120,1,541788,2,619912,3
1080,0,1,0,2,0,3
