timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount
0,1008432,2,1032992,2,991792,2
60,1135020,2,1187828,2,1088944,2
120,1342788,2,1346096,2,1248876,2
180,1439940,2,1445624,2,1390428,2
240,1496304,2,1540664,2,1518100,2
300,1539864,2,1547660,2,1660744,2
360,1610616,2,1628048,2,1743508,2
420,1592820,2,1677548,2,1936756,2
480,1592820,2,1677548,2,1936756,2
540,1338192,2,1380152,2,1945452,2
600,1199356,2,1226504,2,1962336,2
660,1151440,2,1202348,2,1963404,2
720,1151440,2,1202348,2,1963404,2
780,1173616,2,1203008,2,1924416,2
840,1207144,2,1202612,2,1942904,2
900,1137844,2,1158524,2,1962692,2
960,1171476,2,1223072,2,1945056,2
1020,1167120,2,1197988,2,1958128,2
1080,1167120,2,1197988,2,1958128,2
