timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount,ppgcc-m05,ppgcc-m05 pod amount
0,1109420,8,1094088,8,1134972,8,1059032,8
60,1286300,8,1101612,8,1210872,8,1218584,8
120,1448812,8,1302516,8,1410192,8,1461068,8
180,1399840,8,1307268,8,1463652,8,1462520,8
240,1458208,8,1287732,8,1432368,8,1473080,8
300,1414516,8,1308708,8,1435140,8,1502780,8
360,1410160,8,1278480,8,1489728,8,1487600,8
420,1447516,8,1296564,8,1446696,8,1498952,8
480,1465072,8,1292208,8,1466120,8,1484036,8
540,1489624,8,1312844,8,1445272,8,1466084,8
600,1438408,8,1299380,8,1457152,8,1493936,8
660,1443820,8,1318408,8,1427056,8,1516244,8
720,1474840,8,1309812,8,1465732,8,1460144,8
780,1469296,8,1322616,8,1449364,8,1497896,8
840,1450800,8,1320108,8,1443204,8,1492360,8
900,1427700,8,1305192,8,1434756,8,1527604,8
960,1470072,8,1306512,8,1450332,8,1513084,8
1020,1467432,8,1306116,8,1438716,8,1507804,8
1080,1477332,8,1279452,8,1439904,8,1527208,8
1140,1473240,8,1315092,8,1421292,8,1527340,8
1200,1420968,8,1312980,8,1464852,8,1532356,8
1260,1438524,8,1304136,8,1473496,8,1542652,8
1320,1469280,8,1299252,8,1467556,8,1520476,8
1380,1447632,8,1314168,8,1461616,8,1522456,8
1440,1473620,8,1294104,8,1476400,8,1560304,8
1500,1474280,8,1283676,8,1481572,8,1533772,8
1560,1468472,8,1319580,8,1433792,8,1533904,8
1620,1471112,8,1312320,8,1474712,8,1557928,8
1680,1494740,8,1303212,8,1432472,8,1546180,8
1740,1453688,8,1307040,8,1452272,8,1510936,8
1800,1467416,8,1307832,8,1419272,8,1544992,8
