timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount
0,1168596,2,1172940,2,1127304,2
60,1141404,6,1152612,0,1110672,0
120,1418736,1,1124496,1,1082292,4
180,1143648,1,1160664,5,1362924,0
240,1146684,1,1454964,5,1085324,0
300,1146420,1,1480968,3,1082420,2
360,1151568,1,1339900,1,1139972,4
420,1149324,1,1209616,1,1330448,4
480,1141536,1,1161436,1,1366484,4
540,1143120,1,1160644,1,1391696,4
600,1143648,1,1162360,1,1406876,4
660,1153416,1,1161436,1,1424308,4
720,1149456,1,1198660,1,1418632,4
780,1192752,1,1202224,1,1402524,4
840,1194204,1,1202092,5,1417704,0
900,1200936,6,1508200,0,1095260,0
960,1535028,1,1133320,5,1096976,0
1020,1175724,1,1516252,5,1095392,0
1080,1154868,1,1540804,1,1097240,4
1140,1159752,1,1221760,1,1415756,4
1200,1203312,1,1207240,1,1431596,4
1260,1203840,1,1214104,1,1428032,4
1320,1206196,1,1224564,1,1420908,4
1380,1206196,1,1226808,1,1391868,4
1440,1204612,1,1221396,1,1431072,4
1500,1209232,1,1220868,1,1446384,4
1560,1217416,1,1222056,1,1472652,4
1620,1208836,1,1219944,1,1488096,4
1680,1203416,1,1218096,1,1430148,4
1740,1215164,1,1221792,1,1425264,4
1800,1205116,1,1222584,1,1401768,4
