timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount
0,967360,2,966536,2,959016,2
60,1014880,2,1021844,2,1021848,2
120,1110580,2,1111472,2,1068180,2
180,1183708,2,1169948,2,1128504,2
240,1223572,2,1207304,2,1173780,2
300,1267396,2,1258388,2,1214172,2
360,1326004,2,1300760,2,1257996,2
420,1351480,2,1359500,2,1300896,2
480,1376824,2,1391444,2,1332180,2
540,1403884,2,1386912,2,1369140,2
600,1451536,2,1458632,2,1418376,2
660,1472128,2,1466816,2,1443060,2
720,1511068,2,1488596,2,1523844,2
780,1545652,2,1494272,2,1537572,2
840,1492984,2,1486748,2,1612416,2
900,1571656,2,1466948,2,1611360,2
960,1508692,2,1548920,2,1658088,2
1020,1526776,2,1532684,2,1695972,2
1080,1485988,2,1499444,2,1741776,2
1140,1588024,2,1488092,2,1816092,2
1200,1522024,2,1567424,2,1868232,2
1260,1541296,2,1531256,2,1857884,2
1320,1586308,2,1552112,2,1885800,2
1380,1549084,2,1572572,2,1945924,2
1440,1419328,2,1350020,2,1949036,2
1500,1296236,2,1283096,2,1963304,2
1560,1542020,2,1496936,2,1933600,2
