111.62,0,14400,0
82.06,112,14401,122
109.02,1,14401,1
385.15,0,14401,0
196.56,129,14401,112
243.27,4,14401,5
81.34,0,14400,0
68.36,146,14401,228
64.27,2,14401,2
163.11,0,14401,0
130.15,141,14400,253
112.36,4,14401,3
48.64,0,10675,0
39.09,137,10600,107
48.9,0,10656,0
275.47,0,10495,0
90.94,117,10384,64
146.31,4,10489,0
45.37,0,10719,0
77.08,87,10683,75
40.73,0,10695,0
108.44,0,10514,0
106.59,140,10394,125
81.37,2,10518,0
212.08,0,28801,0
234.66,78,28800,212
112.49,2,28801,9
681.44,0,28801,0
216.26,96,28801,182
330.08,13,28801,20
106.55,0,28801,0
192.06,93,28800,321
90.24,1,28800,1
269.84,0,28801,0
166.78,138,28800,474
176.83,3,28801,0
97.79,0,21162,0
155.56,77,21153,123
88.29,1,21068,0
474.02,0,20361,0
127.18,103,20542,71
213.86,15,20788,12
57.14,0,21380,0
133.77,149,20975,314
64.74,0,21426,0
177.22,0,20835,0
90.58,125,20443,225
170.19,4,20885,2
85.48,0,14401,0
173.77,203,14401,243
80.43,0,14400,0
198.82,0,14400,0
149.31,290,14400,252
129.91,12,14400,10
33.13,0,14400,0
85.81,282,14401,279
40.48,0,14401,0
106.83,0,14401,0
100.59,294,14401,311
115.73,10,14401,8
70.56,0,10724,0
105.2,174,10482,96
97.12,0,10689,0
138.75,0,10503,0
109.38,277,10351,147
68.53,7,10520,4
39.31,0,10718,0
91.48,309,10387,221
43.75,0,10693,0
53.27,0,10526,0
178.11,175,10317,108
108.2,13,10504,12
65.66,0,28387,45
104.37,280,28801,527
59.41,0,28801,0
293.44,0,28801,0
212.11,218,28800,482
175.02,9,28800,11
99.55,0,28801,0
79.24,301,28801,611
104.93,2,28800,6
135.6,0,28800,0
160.77,286,28801,588
166.56,8,28800,13
73.71,0,20676,5
83.32,298,20575,366
49.76,0,20921,2
199.18,0,20832,0
137.09,230,20463,307
188.33,13,20856,16
87.3,0,21355,0
81.38,303,20912,464
46.01,0,21460,0
92.24,0,20946,0
192.61,233,20370,276
109.98,11,20818,4
