timestamp,ppgcc-m02_pod_amount,ppgcc-m02_memory,ppgcc-m02_cpu,ppgcc-m03_pod_amount,ppgcc-m03_memory,ppgcc-m03_cpu,ppgcc-m04_pod_amount,ppgcc-m04_memory,ppgcc-m04_cpu,ppgcc-m05_pod_amount,ppgcc-m05_memory,ppgcc-m05_cpu
0,10,1132068,109368580,10,1148712,131343842,10,1124080,88071527,10,1143968,138311144
60,10,1234764,226665716,10,1302228,350211534,10,1271260,265384986,10,1269896,268804125
120,4,1360428,342054492,4,1274904,447400287,3,1404580,403983994,3,1320320,558549324
180,6,1430388,678407406,6,1429740,663536638,7,1370788,671112625,7,1367708,783634310
240,4,1440816,648328286,6,1524912,927844467,5,1492228,675611661,5,1410344,874598680
300,6,1503516,947251313,8,1557780,969699380,5,1562216,902026201,9,1558624,870412200
360,7,1646736,1131657989,6,1655988,1121693661,5,1541096,854132306,7,1498300,857124555
420,8,1746132,1322441911,6,1638036,1218475229,7,1597988,1109236869,3,1456456,835461581
480,3,1720656,1210530475,5,1639488,1182658389,9,1849100,1393255884,6,1563112,1055176758
540,5,1569120,1143402522,6,1633312,1183138720,6,1602256,1539230322,8,1818004,1349689604
600,5,1736184,1596585647,5,1774076,1543982540,5,1444252,1021242816,6,1767976,1238029883
