10_20_constant_exponential_memory,kube-scheduler,245.3,0,14401,3644
10_20_constant_exponential_memory,kse-GreedyLB,108.32,39,14401,3652
10_20_constant_exponential_memory,kse-RefineLB,139.46,2,14400,3628
10_20_constant_exponential_cpu,kube-scheduler,619.48,0,14400,3635
10_20_constant_exponential_cpu,kse-GreedyLB,544.87,27,14401,3680
10_20_constant_exponential_cpu,kse-RefineLB,537.32,2,14401,3630
10_20_constant_normal_memory,kube-scheduler,154.84,0,14401,3651
10_20_constant_normal_memory,kse-GreedyLB,165.74,44,14401,3702
10_20_constant_normal_memory,kse-RefineLB,84.82,1,14401,3639
10_20_constant_normal_cpu,kube-scheduler,255.09,0,14400,3621
10_20_constant_normal_cpu,kse-GreedyLB,127.58,51,14401,3733
10_20_constant_normal_cpu,kse-RefineLB,255.32,1,14400,3636
10_20_ramp_exponential_memory,kube-scheduler,95.73,0,1205,0
10_20_ramp_exponential_memory,kse-GreedyLB,56.16,79,1243,71
10_20_ramp_exponential_memory,kse-RefineLB,88.22,1,1183,0
10_20_ramp_exponential_cpu,kube-scheduler,87.33,0,1181,0
10_20_ramp_exponential_cpu,kse-GreedyLB,93.97,46,1181,43
10_20_ramp_exponential_cpu,kse-RefineLB,71.97,10,1185,0
10_20_ramp_normal_memory,kube-scheduler,69.71,0,1192,0
10_20_ramp_normal_memory,kse-GreedyLB,92.8,43,1209,18
10_20_ramp_normal_memory,kse-RefineLB,55.94,0,1206,0
10_20_ramp_normal_cpu,kube-scheduler,37.97,0,1203,0
10_20_ramp_normal_cpu,kse-GreedyLB,93.74,46,1224,33
10_20_ramp_normal_cpu,kse-RefineLB,64.02,7,1199,0
10_40_constant_exponential_memory,kube-scheduler,227.72,0,28767,18147
10_40_constant_exponential_memory,kse-GreedyLB,192.06,33,28766,18152
10_40_constant_exponential_memory,kse-RefineLB,133.37,2,28759,18116
10_40_constant_exponential_cpu,kube-scheduler,637.93,0,28767,18156
10_40_constant_exponential_cpu,kse-GreedyLB,396.5,47,28762,18169
10_40_constant_exponential_cpu,kse-RefineLB,555.76,2,28740,18290
10_40_constant_normal_memory,kube-scheduler,131.29,0,28774,18141
10_40_constant_normal_memory,kse-GreedyLB,115.34,50,28765,18150
