20_20_constant_exponential_memory,kube-scheduler,166.79,0,14401,0
20_20_constant_exponential_memory,kse-GreedyLB,118.78,124,14401,130
20_20_constant_exponential_memory,kse-RefineLB,101.91,3,14401,4
20_20_constant_exponential_cpu,kube-scheduler,412.51,0,14400,0
20_20_constant_exponential_cpu,kse-GreedyLB,204.6,85,14401,81
20_20_constant_exponential_cpu,kse-RefineLB,186.35,13,14400,8
20_20_constant_normal_memory,kube-scheduler,66.73,0,14400,0
20_20_constant_normal_memory,kse-GreedyLB,119.7,138,14401,262
20_20_constant_normal_memory,kse-RefineLB,70.95,0,14400,0
20_20_constant_normal_cpu,kube-scheduler,167.16,0,14401,0
20_20_constant_normal_cpu,kse-GreedyLB,158.45,153,14400,273
20_20_constant_normal_cpu,kse-RefineLB,139.06,2,14401,1
20_20_ramp_exponential_memory,kube-scheduler,111.56,0,10697,0
20_20_ramp_exponential_memory,kse-GreedyLB,139.89,91,10692,75
20_20_ramp_exponential_memory,kse-RefineLB,52.33,0,10681,0
20_20_ramp_exponential_cpu,kube-scheduler,285.06,0,10469,0
20_20_ramp_exponential_cpu,kse-GreedyLB,89.68,119,10392,66
20_20_ramp_exponential_cpu,kse-RefineLB,131.9,17,10472,8
20_20_ramp_normal_memory,kube-scheduler,53.19,0,10697,0
20_20_ramp_normal_memory,kse-GreedyLB,130.14,87,10696,69
20_20_ramp_normal_memory,kse-RefineLB,48.53,0,10678,0
20_20_ramp_normal_cpu,kube-scheduler,88.36,0,10530,0
20_20_ramp_normal_cpu,kse-GreedyLB,89.27,140,10423,127
20_20_ramp_normal_cpu,kse-RefineLB,95.16,9,10506,2
20_40_constant_exponential_memory,kube-scheduler,249.54,0,28800,0
20_40_constant_exponential_memory,kse-GreedyLB,97.94,111,28800,148
20_40_constant_exponential_memory,kse-RefineLB,134.52,4,28801,6
20_40_constant_exponential_cpu,kube-scheduler,664.54,0,28800,0
20_40_constant_exponential_cpu,kse-GreedyLB,247.92,109,28801,152
20_40_constant_exponential_cpu,kse-RefineLB,294.82,11,28800,19
20_40_constant_normal_memory,kube-scheduler,109.93,0,28800,0
20_40_constant_normal_memory,kse-GreedyLB,61.54,150,28800,515
20_40_constant_normal_memory,kse-RefineLB,87.28,2,28801,0
20_40_constant_normal_cpu,kube-scheduler,243.58,0,28800,0
20_40_constant_normal_cpu,kse-GreedyLB,176.86,156,28800,542
20_40_constant_normal_cpu,kse-RefineLB,214.46,2,28801,0
20_40_ramp_exponential_memory,kube-scheduler,65.11,0,21232,0
20_40_ramp_exponential_memory,kse-GreedyLB,64.23,125,20882,188
20_40_ramp_exponential_memory,kse-RefineLB,93.41,1,21303,5
20_40_ramp_exponential_cpu,kube-scheduler,524.29,0,20540,0
20_40_ramp_exponential_cpu,kse-GreedyLB,110.13,117,20640,124
20_40_ramp_exponential_cpu,kse-RefineLB,149.48,10,20772,9
20_40_ramp_normal_memory,kube-scheduler,76.5,0,21343,0
