timestamp,ppgcc-m02_pod_amount,ppgcc-m02_memory,ppgcc-m02_cpu,ppgcc-m03_pod_amount,ppgcc-m03_memory,ppgcc-m03_cpu,ppgcc-m04_pod_amount,ppgcc-m04_memory,ppgcc-m04_cpu,ppgcc-m05_pod_amount,ppgcc-m05_memory,ppgcc-m05_cpu
0,5,1077100,97460227,5,1079064,79102436,5,1074660,81814983,5,1079988,63741431
60,5,1080136,166369409,5,1083288,146788646,5,1080600,185901217,5,1085796,176362896
120,4,1069576,303737465,10,1135428,372210552,3,1059716,341363374,3,1062168,306850562
180,5,1085020,396445714,5,1090944,389944254,5,1084952,437511018,5,1087776,387776225
240,5,1081060,416268147,5,1091340,478716428,5,1085848,539118431,5,1093760,493466822
300,7,1102708,434974080,3,1069032,414582085,5,1084660,702779844,5,1088012,617123049
360,4,1075252,499105875,6,1105200,600756079,3,1070932,616371571,7,1112752,600837122
420,3,1070896,570673911,4,1085136,811375469,8,1124656,804467237,5,1098232,641668584
480,4,1081984,662106727,6,1107576,831781278,7,1117792,808882548,3,1079364,734973562
540,3,1071168,873610706,5,1101900,765580386,5,1096408,861895009,7,1120680,865240954
600,5,1093212,962039735,5,1102692,933423558,4,1086112,883951242,6,1112496,904105632
