timestamp,ppgcc-m02_pod_amount,ppgcc-m02_memory,ppgcc-m02_cpu,ppgcc-m03_pod_amount,ppgcc-m03_memory,ppgcc-m03_cpu,ppgcc-m04_pod_amount,ppgcc-m04_memory,ppgcc-m04_cpu,ppgcc-m05_pod_amount,ppgcc-m05_memory,ppgcc-m05_cpu
0,10,1189452,713236144,10,1173620,669718928,10,1185756,638959876,10,1177644,762925765
60,10,1191300,620899002,10,1179956,798603321,10,1189716,578210653,10,1179492,703822442
120,10,1194996,701584876,9,1162532,779735533,11,1202520,536824099,10,1181208,739792863
180,10,1197768,668550062,9,1161096,652141878,12,1221396,746000711,9,1179228,705880374
240,11,1209252,687670178,9,1161624,552988540,11,1217436,801402887,9,1170252,687457409
300,11,1212552,681162714,10,1176436,598169585,10,1204368,812508036,9,1167084,678015116
360,11,1215720,738536391,11,1192144,737070297,9,1186416,647607222,9,1167348,627812009
420,10,1200012,663847928,10,1181584,765847443,10,1189188,651309511,10,1178568,673022570
480,11,1209516,616216070,8,1153468,715883508,11,1203972,662666956,10,1180020,641021647
540,12,1252680,722667944,4,1102780,663069594,11,1207932,639401834,10,1183188,746485764
600,15,1259808,663134714,5,1115056,709155422,11,1211496,652042258,9,1168800,725335124
