timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount
0,1166344,4,1139096,4,1165228,4
60,1204096,4,1195196,4,1173412,4
120,1301380,4,1231232,4,1261588,4
180,1307452,4,1312808,4,1275844,4
240,1346392,4,1369964,4,1322308,4
300,1361572,4,1429496,4,1457080,4
360,1457008,4,1496948,4,1546444,4
420,1569472,4,1464844,4,1427116,4
480,1534360,4,1660336,4,1606108,4
540,1706092,4,1674328,4,1584988,4
600,1762664,4,1735516,4,1617064,4
660,1710748,4,1737628,4,1580632,4
720,1775164,4,1915300,4,1823024,4
780,1862548,4,1766932,4,1692080,4
840,1738792,4,1880452,4,1881896,4
900,1667116,4,1929160,4,1974240,4
960,2146408,4,1921816,4,1969488,4
1020,1984180,4,1991644,4,2022552,4
1080,2286856,4,2132932,4,2281668,4
1140,2491676,4,2295556,4,2062812,4
1200,2111516,4,2057428,4,2166432,4
1260,2255072,4,2403268,4,2185572,4
1320,2571080,4,2045312,4,2474932,4
1380,2241212,4,2272180,4,2343592,4
1440,2339816,4,2453548,4,2460412,4
1500,2502836,4,2438236,4,2521924,4
1560,2674172,4,2641404,4,2677012,4
1620,2873492,4,2508084,4,2266228,4
1680,2394728,4,2630712,4,2408920,4
1740,2609888,4,2860128,4,2588044,4
1800,2549036,4,3081756,4,2342248,4
1860,2320412,4,2340308,4,2417884,4
1920,2248604,4,2719280,4,2996308,4
1980,2864252,4,2615924,4,2845036,4
2040,2386544,4,3352880,4,2845460,4
2100,2634308,4,2792124,4,3070256,4
2160,3162836,4,2519012,4,2822660,4
2220,3214804,4,2318504,4,2775404,4
2280,3038980,4,2475320,4,2932748,4
2340,3315124,4,2325368,4,2987264,4
2400,2833852,4,2831852,4,3723560,4
2460,3071584,4,2984444,4,3185776,4
2520,3372660,4,3806092,4,2783968,4
2580,3270924,4,2467716,4,2770124,4
2640,3481596,4,3140988,4,2748196,4
2700,3406508,4,3272988,4,3189988,4
2760,2995296,4,3370536,4,3583048,4
2820,3232140,4,3141780,4,3299580,4
2880,3323408,4,2879304,4,3555024,4
2940,3111552,4,3771504,4,3044096,4
3000,2353188,4,2629128,4,3193784,4
3060,3334192,3,2956116,3,3463336,6
3120,3130884,3,3165996,4,3685536,5
3180,3144564,4,2924104,4,3618780,4
3240,3501472,3,3091556,5,2644308,4
3300,3148164,3,3047588,6,3064920,3
3360,2714940,3,3231292,3,3156320,6
3420,3739836,4,3249884,5,3591944,3
3480,2343676,4,3586856,3,2387136,5
3540,3718332,8,2076264,2,3044412,2
3600,3767972,3,3403144,6,3156596,3
