response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.0657,0.0000,0.0000,0.0000,0.0656,0.0001,200,22.1465
0.0641,0.0000,0.0000,0.0000,0.0640,0.0000,200,22.2122
0.0652,0.0000,0.0000,0.0000,0.0652,0.0000,200,22.2763
0.0661,0.0000,0.0000,0.0000,0.0660,0.0000,200,22.3415
0.0727,0.0000,0.0000,0.0000,0.0726,0.0000,200,22.4076
0.0723,0.0000,0.0000,0.0000,0.0722,0.0000,200,22.4802
0.0669,0.0000,0.0000,0.0000,0.0668,0.0000,200,22.5525
0.0694,0.0000,0.0000,0.0000,0.0693,0.0001,200,22.6195
0.0731,0.0000,0.0000,0.0000,0.0730,0.0001,200,22.6889
0.0704,0.0000,0.0000,0.0000,0.0704,0.0001,200,22.7620
0.0691,0.0000,0.0000,0.0000,0.0690,0.0000,200,22.8324
0.0784,0.0000,0.0000,0.0000,0.0783,0.0000,200,22.9015
0.0672,0.0000,0.0000,0.0000,0.0671,0.0001,200,22.9799
0.0675,0.0000,0.0000,0.0000,0.0674,0.0001,200,23.0471
0.0684,0.0000,0.0000,0.0000,0.0683,0.0001,200,23.1146
0.0659,0.0000,0.0000,0.0000,0.0658,0.0001,200,23.1830
0.0678,0.0000,0.0000,0.0000,0.0677,0.0000,200,23.2489
0.0673,0.0000,0.0000,0.0000,0.0672,0.0001,200,23.3167
0.0671,0.0000,0.0000,0.0000,0.0670,0.0000,200,23.3840
0.0738,0.0000,0.0000,0.0000,0.0737,0.0000,200,23.4510
0.0760,0.0000,0.0000,0.0000,0.0759,0.0001,200,23.5248
0.0696,0.0000,0.0000,0.0000,0.0695,0.0001,200,23.6008
0.0689,0.0000,0.0000,0.0000,0.0688,0.0000,200,23.6703
0.0667,0.0000,0.0000,0.0000,0.0666,0.0001,200,23.7393
0.0738,0.0000,0.0000,0.0000,0.0737,0.0001,200,23.8060
0.0679,0.0000,0.0000,0.0000,0.0679,0.0000,200,23.8798
0.0710,0.0000,0.0000,0.0000,0.0709,0.0001,200,23.9477
0.0720,0.0000,0.0000,0.0000,0.0720,0.0001,200,24.0187
0.0683,0.0000,0.0000,0.0000,0.0683,0.0000,200,24.0907
0.0713,0.0000,0.0000,0.0000,0.0713,0.0000,200,24.1591
0.0701,0.0000,0.0000,0.0000,0.0700,0.0000,200,24.2304
0.0682,0.0000,0.0000,0.0000,0.0682,0.0001,200,24.3005
0.0674,0.0000,0.0000,0.0000,0.0673,0.0000,200,24.3688
0.0691,0.0000,0.0000,0.0000,0.0690,0.0000,200,24.4361
0.0867,0.0000,0.0000,0.0000,0.0866,0.0000,200,24.5052
0.0670,0.0000,0.0000,0.0000,0.0669,0.0000,200,24.5919
0.0682,0.0000,0.0000,0.0000,0.0681,0.0001,200,24.6589
0.0688,0.0000,0.0000,0.0000,0.0687,0.0000,200,24.7271
0.0719,0.0000,0.0000,0.0000,0.0718,0.0000,200,24.7959
0.0672,0.0000,0.0000,0.0000,0.0671,0.0001,200,24.8678
0.0699,0.0000,0.0000,0.0000,0.0698,0.0001,200,24.9350
0.0703,0.0000,0.0000,0.0000,0.0702,0.0000,200,25.0049
0.0740,0.0000,0.0000,0.0000,0.0739,0.0000,200,25.0752
0.0675,0.0000,0.0000,0.0000,0.0675,0.0000,200,25.1492
0.0651,0.0000,0.0000,0.0000,0.0650,0.0001,200,25.2167
0.0689,0.0000,0.0000,0.0000,0.0688,0.0001,200,25.2819
0.0686,0.0000,0.0000,0.0000,0.0685,0.0001,200,25.3508
0.0691,0.0000,0.0000,0.0000,0.0690,0.0001,200,25.4194
0.0690,0.0000,0.0000,0.0000,0.0689,0.0001,200,25.4885
0.0661,0.0000,0.0000,0.0000,0.0660,0.0001,200,25.5574
