metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
vus,1676926877,0.000000,,,,,,,,,,,,,,,,
vus_max,1676926877,8622.000000,,,,,,,,,,,,,,,,
vus,1676926878,1.000000,,,,,,,,,,,,,,,,
vus_max,1676926878,12000.000000,,,,,,,,,,,,,,,,
http_reqs,1676926878,1.000000,,,,true,,GET,http://192.168.59.100:31002,HTTP/1.1,default,,200,,,http://192.168.59.100:31002,,
http_req_duration,1676926878,105.335477,,,,true,,GET,http://192.168.59.100:31002,HTTP/1.1,default,,200,,,http://192.168.59.100:31002,,
http_req_blocked,1676926878,2.203123,,,,true,,GET,http://192.168.59.100:31002,HTTP/1.1,default,,200,,,http://192.168.59.100:31002,,
http_req_connecting,1676926878,2.096514,,,,true,,GET,http://192.168.59.100:31002,HTTP/1.1,default,,200,,,http://192.168.59.100:31002,,
http_req_tls_handshaking,1676926878,0.000000,,,,true,,GET,http://192.168.59.100:31002,HTTP/1.1,default,,200,,,http://192.168.59.100:31002,,
http_req_sending,1676926878,0.105062,,,,true,,GET,http://192.168.59.100:31002,HTTP/1.1,default,,200,,,http://192.168.59.100:31002,,
http_req_waiting,1676926878,105.094025,,,,true,,GET,http://192.168.59.100:31002,HTTP/1.1,default,,200,,,http://192.168.59.100:31002,,
http_req_receiving,1676926878,0.136390,,,,true,,GET,http://192.168.59.100:31002,HTTP/1.1,default,,200,,,http://192.168.59.100:31002,,
http_req_failed,1676926878,0.000000,,,,true,,GET,http://192.168.59.100:31002,HTTP/1.1,default,,200,,,http://192.168.59.100:31002,,
http_reqs,1676926878,1.000000,,,,true,,GET,http://192.168.59.100:31006,HTTP/1.1,default,,200,,,http://192.168.59.100:31006,,
http_req_duration,1676926878,168.508595,,,,true,,GET,http://192.168.59.100:31006,HTTP/1.1,default,,200,,,http://192.168.59.100:31006,,
http_req_blocked,1676926878,2.183563,,,,true,,GET,http://192.168.59.100:31006,HTTP/1.1,default,,200,,,http://192.168.59.100:31006,,
http_req_connecting,1676926878,2.041601,,,,true,,GET,http://192.168.59.100:31006,HTTP/1.1,default,,200,,,http://192.168.59.100:31006,,
http_req_tls_handshaking,1676926878,0.000000,,,,true,,GET,http://192.168.59.100:31006,HTTP/1.1,default,,200,,,http://192.168.59.100:31006,,
http_req_sending,1676926878,0.072614,,,,true,,GET,http://192.168.59.100:31006,HTTP/1.1,default,,200,,,http://192.168.59.100:31006,,
http_req_waiting,1676926878,168.343904,,,,true,,GET,http://192.168.59.100:31006,HTTP/1.1,default,,200,,,http://192.168.59.100:31006,,
http_req_receiving,1676926878,0.092077,,,,true,,GET,http://192.168.59.100:31006,HTTP/1.1,default,,200,,,http://192.168.59.100:31006,,
http_req_failed,1676926878,0.000000,,,,true,,GET,http://192.168.59.100:31006,HTTP/1.1,default,,200,,,http://192.168.59.100:31006,,
