response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.0730,0.0000,0.0000,0.0000,0.0729,0.0001,200,14.0859
0.0687,0.0000,0.0000,0.0000,0.0686,0.0001,200,14.1589
0.0677,0.0000,0.0000,0.0000,0.0676,0.0001,200,14.2276
0.0691,0.0000,0.0000,0.0000,0.0690,0.0001,200,14.2953
0.0730,0.0000,0.0000,0.0000,0.0729,0.0001,200,14.3643
0.0661,0.0000,0.0000,0.0000,0.0660,0.0000,200,14.4374
0.0665,0.0000,0.0000,0.0000,0.0664,0.0000,200,14.5035
0.0816,0.0000,0.0000,0.0000,0.0815,0.0001,200,14.5700
0.0738,0.0000,0.0000,0.0000,0.0737,0.0000,200,14.6516
0.0691,0.0000,0.0000,0.0000,0.0690,0.0000,200,14.7254
0.0653,0.0000,0.0000,0.0000,0.0652,0.0000,200,14.7945
0.0683,0.0000,0.0000,0.0000,0.0682,0.0001,200,14.8598
0.0736,0.0000,0.0000,0.0000,0.0735,0.0000,200,14.9281
0.0719,0.0000,0.0000,0.0000,0.0718,0.0000,200,15.0016
0.0660,0.0000,0.0000,0.0000,0.0659,0.0001,200,15.0735
0.0706,0.0000,0.0000,0.0000,0.0705,0.0000,200,15.1395
0.0658,0.0000,0.0000,0.0000,0.0657,0.0000,200,15.2101
0.0696,0.0000,0.0000,0.0000,0.0695,0.0000,200,15.2758
0.0675,0.0000,0.0000,0.0000,0.0674,0.0001,200,15.3455
0.0688,0.0000,0.0000,0.0000,0.0688,0.0000,200,15.4129
0.0766,0.0000,0.0000,0.0000,0.0766,0.0000,200,15.4818
0.0669,0.0000,0.0000,0.0000,0.0669,0.0000,200,15.5584
0.0651,0.0000,0.0000,0.0000,0.0650,0.0000,200,15.6254
0.0708,0.0000,0.0000,0.0000,0.0708,0.0001,200,15.6905
0.0693,0.0000,0.0000,0.0000,0.0692,0.0000,200,15.7613
0.0701,0.0000,0.0000,0.0000,0.0700,0.0000,200,15.8306
0.0724,0.0000,0.0000,0.0000,0.0724,0.0000,200,15.9007
0.0693,0.0000,0.0000,0.0000,0.0693,0.0000,200,15.9731
0.0940,0.0000,0.0000,0.0000,0.0939,0.0000,200,16.0425
0.0758,0.0000,0.0000,0.0000,0.0757,0.0001,200,16.1365
0.0685,0.0000,0.0000,0.0000,0.0684,0.0000,200,16.2122
0.0666,0.0000,0.0000,0.0000,0.0665,0.0001,200,16.2807
0.0672,0.0000,0.0000,0.0000,0.0672,0.0000,200,16.3473
0.0654,0.0000,0.0000,0.0000,0.0654,0.0000,200,16.4146
0.0672,0.0000,0.0000,0.0000,0.0672,0.0000,200,16.4800
0.0727,0.0000,0.0000,0.0000,0.0726,0.0001,200,16.5472
0.0696,0.0000,0.0000,0.0000,0.0695,0.0000,200,16.6200
0.0702,0.0000,0.0000,0.0000,0.0701,0.0000,200,16.6896
0.0759,0.0000,0.0000,0.0000,0.0758,0.0001,200,16.7597
0.0697,0.0000,0.0000,0.0000,0.0696,0.0000,200,16.8357
0.0695,0.0000,0.0000,0.0000,0.0694,0.0001,200,16.9053
0.0665,0.0000,0.0000,0.0000,0.0664,0.0000,200,16.9748
0.0715,0.0000,0.0000,0.0000,0.0714,0.0001,200,17.0413
0.0728,0.0000,0.0000,0.0000,0.0727,0.0000,200,17.1128
0.0686,0.0000,0.0000,0.0000,0.0685,0.0001,200,17.1856
0.0686,0.0000,0.0000,0.0000,0.0685,0.0000,200,17.2542
0.0676,0.0000,0.0000,0.0000,0.0676,0.0000,200,17.3228
0.0684,0.0000,0.0000,0.0000,0.0683,0.0000,200,17.3905
0.0691,0.0000,0.0000,0.0000,0.0691,0.0000,200,17.4588
0.0661,0.0000,0.0000,0.0000,0.0661,0.0000,200,17.5280
0.0693,0.0000,0.0000,0.0000,0.0692,0.0000,200,17.5941
0.0736,0.0000,0.0000,0.0000,0.0736,0.0000,200,17.6633
0.0672,0.0000,0.0000,0.0000,0.0671,0.0001,200,17.7370
0.0728,0.0000,0.0000,0.0000,0.0727,0.0000,200,17.8042
0.0707,0.0000,0.0000,0.0000,0.0706,0.0000,200,17.8770
0.0681,0.0000,0.0000,0.0000,0.0680,0.0001,200,17.9477
0.0701,0.0000,0.0000,0.0000,0.0700,0.0000,200,18.0159
0.0688,0.0000,0.0000,0.0000,0.0687,0.0001,200,18.0860
0.0663,0.0000,0.0000,0.0000,0.0662,0.0000,200,18.1548
0.0723,0.0000,0.0000,0.0000,0.0722,0.0000,200,18.2211
0.0652,0.0000,0.0000,0.0000,0.0651,0.0000,200,18.2934
0.0647,0.0000,0.0000,0.0000,0.0646,0.0000,200,18.3585
0.0659,0.0000,0.0000,0.0000,0.0658,0.0001,200,18.4232
0.0675,0.0000,0.0000,0.0000,0.0674,0.0000,200,18.4891
0.0681,0.0000,0.0000,0.0000,0.0680,0.0000,200,18.5566
0.0675,0.0000,0.0000,0.0000,0.0674,0.0000,200,18.6247
0.0714,0.0000,0.0000,0.0000,0.0713,0.0001,200,18.6922
0.0748,0.0000,0.0000,0.0000,0.0747,0.0000,200,18.7636
0.0746,0.0000,0.0000,0.0000,0.0746,0.0001,200,18.8384
0.0701,0.0000,0.0000,0.0000,0.0700,0.0001,200,18.9131
0.0709,0.0000,0.0000,0.0000,0.0708,0.0000,200,18.9832
0.0690,0.0000,0.0000,0.0000,0.0689,0.0000,200,19.0541
0.0704,0.0000,0.0000,0.0000,0.0703,0.0001,200,19.1231
0.0684,0.0000,0.0000,0.0000,0.0683,0.0001,200,19.1935
0.0829,0.0000,0.0000,0.0000,0.0828,0.0001,200,19.2619
0.0754,0.0000,0.0000,0.0000,0.0753,0.0000,200,19.3449
0.0673,0.0000,0.0000,0.0000,0.0672,0.0000,200,19.4203
0.0668,0.0000,0.0000,0.0000,0.0667,0.0000,200,19.4876
0.0664,0.0000,0.0000,0.0000,0.0663,0.0000,200,19.5543
0.0668,0.0000,0.0000,0.0000,0.0667,0.0000,200,19.6207
0.0690,0.0000,0.0000,0.0000,0.0689,0.0000,200,19.6875
0.0671,0.0000,0.0000,0.0000,0.0671,0.0000,200,19.7565
0.0732,0.0000,0.0000,0.0000,0.0732,0.0000,200,19.8236
0.0728,0.0000,0.0000,0.0000,0.0727,0.0001,200,19.8969
0.0689,0.0000,0.0000,0.0000,0.0688,0.0000,200,19.9697
0.0708,0.0000,0.0000,0.0000,0.0707,0.0000,200,20.0386
0.0688,0.0000,0.0000,0.0000,0.0687,0.0000,200,20.1094
0.0661,0.0000,0.0000,0.0000,0.0660,0.0000,200,20.1782
0.0679,0.0000,0.0000,0.0000,0.0678,0.0000,200,20.2443
0.0690,0.0000,0.0000,0.0000,0.0690,0.0000,200,20.3121
0.0683,0.0000,0.0000,0.0000,0.0682,0.0000,200,20.3812
0.0733,0.0000,0.0000,0.0000,0.0733,0.0000,200,20.4495
0.0674,0.0000,0.0000,0.0000,0.0673,0.0001,200,20.5228
0.0724,0.0000,0.0000,0.0000,0.0723,0.0001,200,20.5902
0.0730,0.0000,0.0000,0.0000,0.0729,0.0000,200,20.6626
0.0692,0.0000,0.0000,0.0000,0.0691,0.0000,200,20.7356
0.0741,0.0000,0.0000,0.0000,0.0739,0.0001,200,20.8048
0.0695,0.0000,0.0000,0.0000,0.0693,0.0001,200,20.8788
0.0811,0.0000,0.0000,0.0000,0.0810,0.0000,200,20.9483
0.0755,0.0000,0.0000,0.0000,0.0754,0.0000,200,21.0294
0.0681,0.0000,0.0000,0.0000,0.0680,0.0000,200,21.1048
0.0690,0.0000,0.0000,0.0000,0.0690,0.0000,200,21.1729
0.0704,0.0000,0.0000,0.0000,0.0703,0.0001,200,21.2420
0.0695,0.0000,0.0000,0.0000,0.0694,0.0000,200,21.3123
0.0677,0.0000,0.0000,0.0000,0.0676,0.0000,200,21.3818
0.0721,0.0000,0.0000,0.0000,0.0720,0.0001,200,21.4495
0.0728,0.0000,0.0000,0.0000,0.0727,0.0000,200,21.5216
0.0914,0.0000,0.0000,0.0000,0.0913,0.0001,200,21.5944
0.0603,0.0000,0.0000,0.0000,0.0602,0.0000,200,21.6857
0.0602,0.0000,0.0000,0.0000,0.0601,0.0000,200,21.7460
0.0596,0.0000,0.0000,0.0000,0.0595,0.0000,200,21.8062
0.0594,0.0000,0.0000,0.0000,0.0593,0.0001,200,21.8658
0.0617,0.0000,0.0000,0.0000,0.0616,0.0000,200,21.9252
0.0637,0.0000,0.0000,0.0000,0.0637,0.0000,200,21.9868
0.0609,0.0000,0.0000,0.0000,0.0608,0.0000,200,22.0506
0.0596,0.0000,0.0000,0.0000,0.0595,0.0001,200,22.1114
0.0594,0.0000,0.0000,0.0000,0.0593,0.0000,200,22.1711
0.0592,0.0000,0.0000,0.0000,0.0591,0.0000,200,22.2305
0.0591,0.0000,0.0000,0.0000,0.0591,0.0000,200,22.2897
0.0589,0.0000,0.0000,0.0000,0.0588,0.0000,200,22.3488
0.0587,0.0000,0.0000,0.0000,0.0586,0.0000,200,22.4077
0.0585,0.0000,0.0000,0.0000,0.0584,0.0000,200,22.4664
0.0607,0.0000,0.0000,0.0000,0.0606,0.0001,200,22.5249
0.0594,0.0000,0.0000,0.0000,0.0593,0.0000,200,22.5856
0.0588,0.0000,0.0000,0.0000,0.0587,0.0000,200,22.6450
0.0589,0.0000,0.0000,0.0000,0.0588,0.0000,200,22.7038
0.0604,0.0000,0.0000,0.0000,0.0603,0.0000,200,22.7626
0.0702,0.0000,0.0000,0.0000,0.0701,0.0000,200,22.8230
0.0642,0.0000,0.0000,0.0000,0.0641,0.0000,200,22.8931
0.0642,0.0000,0.0000,0.0000,0.0641,0.0001,200,22.9573
