timestamp,ppgcc-m02,ppgcc-m02 pod amount,ppgcc-m03,ppgcc-m03 pod amount,ppgcc-m04,ppgcc-m04 pod amount
0,1122992,2,1136432,1,1177448,3
60,1103060,2,1135244,1,1249652,3
120,1188464,2,1187152,1,1265888,3
180,1299872,2,1155340,1,1446332,3
240,1408508,2,1246156,1,1574636,3
300,1476092,2,1327072,1,1616084,3
360,1439396,2,1388980,1,1746500,3
420,1509224,2,1388716,1,1818840,3
480,1699832,2,1419868,1,1889328,3
540,1648040,2,1430692,1,2017104,3
600,1760372,2,1409044,1,2246256,3
660,1808948,2,1530352,1,2308560,3
720,1830464,2,1364032,1,2600544,3
780,1580456,2,1467520,1,3002880,3
840,1703348,2,1360072,1,2972520,3
900,1632068,2,1395976,1,3264900,3
960,1641968,2,1423696,1,3162204,3
1020,1539932,2,1366012,1,2966712,3
1080,1669160,2,1357432,1,2814648,3
1140,1511024,2,1408648,1,3608288,3
1200,2422220,2,1417756,1,2523436,3
1260,2242964,2,1538272,1,3333028,3
1320,2644904,2,1411024,1,1720396,3
1380,2289956,2,1441384,1,3229288,3
1440,2023184,2,1408252,1,3781080,3
1500,1509044,2,1258564,1,3799152,3
1560,2313056,2,1460392,1,3533340,3
1620,3054896,2,1657864,1,1933752,3
1680,2063180,2,1959484,1,3780956,3
1740,2723708,2,1443628,1,1474296,3
1800,3595172,2,1399012,1,2046908,3
1860,2244420,2,1501048,1,2220356,3
1920,2093152,2,1890976,1,3152644,3
1980,3574480,2,1496560,1,1700696,3
2040,2413560,2,1467916,1,2658884,3
2100,3073296,2,1430032,1,3381044,3
2160,3530792,2,1831048,1,1651548,3
2220,2445960,2,1569028,1,1376196,3
2280,3581672,2,1722016,1,3151464,3
2340,3617044,2,1541836,1,3807304,3
2400,2722908,2,2251336,1,1401420,3
2460,3158112,2,1369840,1,1692480,3
2520,2902080,2,1609948,1,1784880,3
2580,2344944,2,1607968,1,1731948,3
2640,1544596,2,2081584,1,2230776,3
2700,2464636,2,1759504,1,2101764,3
2760,1659876,2,1458676,1,2774564,3
2820,1496328,2,1532992,1,949636,3
2880,3162744,2,1742872,1,950164,3
2940,1573728,2,1465540,1,1900828,3
3000,2902836,2,1449304,1,2974120,3
3060,3816132,2,1860088,1,3774992,3
3120,1691064,2,2911996,1,1487056,3
3180,1417164,2,3363568,1,2051016,3
3240,2891076,2,1481760,1,1497804,3
3300,947260,2,2302272,1,2921776,3
3360,942508,2,2330916,1,3799604,3
3420,943696,2,1851228,1,949780,3
3480,943828,2,1812420,1,2412604,3
3540,944620,2,2871456,1,950992,3
3600,1779824,2,1368220,1,947824,3
